headline,type,year,news_desk_category,GPT_score,GPT_class
"South Korea Can Keep Buddhist Statue Stolen From Japan, Court Says",article,2017,world/international/foreign,0.3,balanced
"Quotation of the Day for Wednesday, Jan. 30, 2013",article,2013,obituary,0.2,matter-of-fact
"New York, New Jersey and Connecticut",article,2005,uncategorized,0.1,matter-of-fact
"For ‘Parker Spitzer,’ a Better Second Outing",article,2010,uncategorized,0.5,clickbait
Neuharth and Lois Are a Team Again,article,1991,business/economy/financial,0.3,clickbait
Congress May Finally Give Americans More Money,article,2020,opinion/editorial,0.6,clickbait
"Deep Underwater, the Breath of Life",article,1997,science/health,0.3,clickbait
Saudis Greet Olympic First With a Shrug,article,2012,sports,0.0,clickbait
Youth Tsunami in Arab World,article,2014,arts/culture,0.2,clickbait
"Amid Impasse in Peace Negotiations, America’s Chief Middle East Envoy Resigns",article,2011,world/international/foreign,-0.7,balanced
Glatch Eliminated by Doubt,article,2009,uncategorized,-0.6,clickbait
An HBO Question Is Giving AT&T Executives a Headache,article,2019,business/economy/financial,-0.6,clickbait
PATAKI TO APPEAL DECISION BY JUDGE ON AID TO SCHOOLS,article,2001,home,0.1,balanced
"Paid Notice: Deaths  HELLER, LYDIA BARKIN",article,2003,lifestyle/living,-0.8,matter-of-fact
Social Security: The Blame Game,article,2005,media,-0.3,clickbait
Art in Review,article,1995,weekend,0.2,balanced
A Disney Import Seeks Tonic for Club Med Losses,article,1997,business/economy/financial,-0.5,clickbait
"Paid Notice: Deaths   CHALK, CLAIRE",article,2006,lifestyle/living,-0.8,matter-of-fact
"Loews Corp.(LTR,N) reports earnings for Qtr to June 30",article,1994,business/economy/financial,0.0,matter-of-fact
CHRONICLE,article,1994,lifestyle/living,0.1,clickbait
"In Beijing, a Sublimely Spectacular Opening Ceremony",article,2008,uncategorized,0.8,clickbait
Rare Alliance Gave Crew More Control of Schools,article,1996,home,0.6,balanced
The High Cost of Caring,article,2009,entertainment,-0.3,clickbait
Why the Election Is Like Baseball,article,1996,weekend,0.2,clickbait
"Lockout II: In N.B.A., the Effects Are Instant",article,2011,sports,-0.5,clickbait
A Long Shot Becomes Pfizer’s Latest Chief Executive,article,2006,business/economy/financial,0.2,balanced
Another Serpent With Power to Tempt,article,1996,automobiles,-0.5,clickbait
Kenzo's Rousing Send-Off; Margiela's Outsize Wit : Chanel Pumps Up the Volume,article,1999,books/reviews,0.5,clickbait
"There She Is, Just In Time",article,1997,media,0.5,clickbait
World Briefing | Africa: Kenya: Thailand Zoo Deal Draws Fire,article,2005,world/international/foreign,-0.5,balanced
A Doctor's Response On Malpractice,article,2003,weekend,0.1,balanced
"Paid Notice: Memorials   FULTON, , ROBERT EDISON",article,2003,lifestyle/living,-0.5,matter-of-fact
"With White at S.E.C., Debevoise Picks a Successor",article,2013,uncategorized,0.2,balanced
Rothschild Is Spared,article,2009,business/economy/financial,0.5,clickbait
$48 Million Bank Deal,article,1997,business/economy/financial,0.5,balanced
Quantronix Corp. reports earnings for Year to March 31,article,1991,business/economy/financial,0.0,matter-of-fact
The Morning Skate: Lessons of the Victoria Cup,article,2008,uncategorized,0.3,balanced
Memories of Kramer Courtside,article,2009,uncategorized,0.2,clickbait
A Mute Girl's Theatrical Journey,article,1994,travel,0.5,clickbait
"A Mystery Opera, Played Out on Both the Stage and the Screen",article,2006,arts/culture,0.2,clickbait
Investing; Chip Industry's Workaday Side,article,2003,business/economy/financial,0.2,balanced
A Gentle Judge Who Comes Down Hard in His Rulings,article,1996,home,0.2,clickbait
CHRONICLE,article,1995,lifestyle/living,0.2,matter-of-fact
Yutaka Sone,article,1999,weekend,0.2,matter-of-fact
Governor Freelance,article,1997,media,0.2,clickbait
"Bumping Off Kin, a Song in Your Heart",article,2013,arts/culture,0.3,clickbait
Hot Steakhouse's Unpopular Offering: Smells,article,1995,theater,-0.6,clickbait
What Families Are Spending on Prom Night,article,2013,uncategorized,0.2,balanced
"Reliving 9/11, Again and Again",article,2006,weekend,-0.8,clickbait
Caucus Click: Romney the Flight Attendant,article,2012,uncategorized,0.0,clickbait
China’s Class Divide,article,2008,opinion/editorial,-0.5,balanced
Drillers Answer Low Oil Prices With Cost-Saving Innovations,article,2015,world/international/foreign,0.3,balanced
Head of Bankrupt Charity Fund Pleads No Contest in Fraud Case,article,1997,business/economy/financial,-0.7,balanced
Who’s Worth What at the White House: The Financial Disclosures,article,2017,world/international/foreign,0.2,clickbait
F.Y.I.,article,1993,theater,0.0,clickbait
Submit Your Funny Caption,article,2009,uncategorized,0.2,clickbait
Officials Across U.S. Describe Drug Woes,article,2005,world/international/foreign,-0.7,balanced
That Indefinable Air Of French Male Chic,article,1998,books/reviews,0.6,clickbait
"Paid Notice: Deaths   NEMET, SUSAN RORY",article,2004,lifestyle/living,-0.8,matter-of-fact
No Easy Answers on Wang,article,2009,uncategorized,0.0,clickbait
Ways to Combat The Terror Threat,article,2002,media,0.2,balanced
Mattel's Mixed Day: A Deal and Falling Profits,article,1998,business/economy/financial,-0.5,clickbait
"An Ominous Sign for 'Sit Down, Shut Up'",article,2009,uncategorized,-0.7,clickbait
Spelling Trouble,article,1995,business/economy/financial,0.2,clickbait
No. 7 Sub Gets Bigger in Greenpoint,article,2012,uncategorized,0.2,clickbait
Jil Sander: Defying Gravity,article,2009,uncategorized,0.5,clickbait
"In Brooklyn, Projects, Plans and Hopes",article,2002,real estate,0.3,balanced
The Broadcast Flag Rears its Ugly Head,article,2007,uncategorized,-0.6,clickbait
Ted Turner Disappoints,article,2000,media,-0.6,clickbait
Judge Ends Ban on Film Of Asylum,article,1991,travel,0.2,balanced
Wheelies: The Ask and You Shall Receive Edition,article,2013,uncategorized,0.3,clickbait
"All They Can Be, Except American",article,2003,media,-0.4,clickbait
SENATE PASSES BILL SETTING UP LEAVES FOR FAMILY NEEDS,article,1991,world/international/foreign,0.6,balanced
Dollar Reverses Early Drop To End Day Little Changed,article,1993,business/economy/financial,0.0,balanced
"Anatomy of a Crime: Sex, Hush Money and a Trump Fixer’s Guilty Plea",article,2018,times,-0.6,clickbait
"Claude E. Forkner, 92, Internist and Professor",article,1992,obituary,0.0,matter-of-fact
Corrections,article,2001,education,0.0,clickbait
They Signed Up to Fight,article,2011,education,0.2,clickbait
COMPANY NEWS;OLIN WEIGHING SPINOFF OF MILITARY AND AEROSPACE UNITS,article,1995,business/economy/financial,0.2,balanced
A Russian B-Boy Dreams of Gold,article,2019,sports,0.5,clickbait
Nuveen Blames Market and Buyout for Loss,article,2007,business/economy/financial,-0.6,clickbait
NEWS SUMMARY,article,2005,home,0.0,clickbait
"F.B.I. Admits Overstating Locked Phone Problem, and Critics Pounce",article,2018,fashion/style,-0.6,clickbait
Ghostly Voices From Thomas Edison’s Dolls Can Now Be Heard,article,2015,science/health,0.3,clickbait
"A January Day Spent In the Park, Not a Parka",article,2002,home,0.3,clickbait
A Generation of Twelve Year Olds,article,2007,uncategorized,0.2,clickbait
Italy’s Government Faces a Confidence Vote Where Nothing Is Certain,article,2019,world/international/foreign,-0.5,clickbait
A Parade Passing By? Not Likely,article,2013,fashion/style,-0.5,clickbait
College Suspends Professor For Vietnam Fabrications,article,2001,world/international/foreign,-0.6,clickbait
"Jessica Michelson, David Shklar",article,1998,social/society,0.0,matter-of-fact
Corrections,article,2004,home,0.0,clickbait
Usinor Reports Gain In Second-Half Profit,article,1998,business/economy/financial,0.6,balanced
Muti Said to Be Choice for the Philharmonic Podium,article,2000,arts/culture,0.5,balanced
"Niagara Falls, Already in Decline, Faces Another Blow",article,2005,home,-0.7,clickbait
Corrections,article,1993,home,0.0,clickbait
Muslims Gather at Jerusalem Mosque,article,2006,uncategorized,0.2,balanced
OLD KENT TO ACQUIRE EDGEMARK FINANCIAL FOR $62 MILLION,article,1993,business/economy/financial,0.5,balanced
"In Bosnia, Air Strikes Alone Won't Do the Job; Help for the Children",article,1993,media,-0.5,balanced
Suffolk Officials Back Bigger River Cleanup,article,2003,weekend,0.6,balanced
Who Gets the Money? She Gets to Decide,article,2000,home,0.5,clickbait
Technology Briefing | Telecommunications: ADC To Sell Or Close A Business,article,2002,business/economy/financial,-0.5,balanced
"Dr. Michael Mamakos, Who Helped Save Girl’s Leg, Dies at 80",article,2006,world/international/foreign,-0.5,balanced
‘Worried About the Economy’,article,2009,uncategorized,-0.5,balanced
A Navajo Chef Looks to History in His Homage to Native Cuisine,article,2016,world/international/foreign,0.6,balanced
The Insufficient Craziness Theory,article,2013,uncategorized,0.2,clickbait
"For Woman Dead in French Police Raid, Unlikely Path to Terror",article,2015,world/international/foreign,-0.7,balanced
Postal Service and State Officials Feud Over Mail Voting as Election Looms,article,2020,fashion/style,-0.5,balanced
Shakespeare’s Mighty Sorority,article,2013,arts/culture,0.5,clickbait
U.S. to Accept Iran’s Proposal to Hold Face-to-Face Talks,article,2009,world/international/foreign,0.6,balanced
Internet Domain Agency Renews U.S. Contract,article,2006,business/economy/financial,0.2,balanced
Classical Music in Review,article,1994,travel,0.2,balanced
Journalist Faces Charges Over Entering Darfur Region,article,2006,world/international/foreign,-0.7,balanced
ING Said to Hire JPMorgan to Sell Private Banking,article,2009,uncategorized,0.2,balanced
Minaya on the Health of Putz and Delgado,article,2009,uncategorized,0.0,balanced
Goudou Goudou,article,2010,uncategorized,0.2,clickbait
New Polls Raise Chance of Electoral College Tie,article,2012,uncategorized,0.2,balanced
The Morning Skate: Wings vs. Pens – What to Watch For,article,2009,uncategorized,0.2,balanced
Fox Business Adds Journal Columnist,article,2008,media,0.3,matter-of-fact
"Jeanne Calment, World's Elder, Dies at 122",article,1997,world/international/foreign,-0.5,balanced
3 Former Top Nortel Executives Are Acquitted of Fraud Involving Bonuses,article,2013,business/economy/financial,0.5,balanced
My Doppelgänger on Google,article,2017,entertainment,0.2,clickbait
A Contradiction,article,2002,sports,0.0,clickbait
The Meaning of an 'A' at Harvard,article,2001,opinion/editorial,0.2,clickbait
Corrections,article,2001,business/economy/financial,0.0,clickbait
"Family’s Fatal Plunge Off Cliff May Have Been Intentional, Authorities Say",article,2018,world/international/foreign,-0.9,clickbait
Shuttle Launches Despite Bad Weather,article,2007,uncategorized,0.1,balanced
"Paid Notice: Deaths  ADAMS, FANEUIL",article,1999,lifestyle/living,-0.7,matter-of-fact
"People With Mental Illness More Likely to Be Smokers, Study Finds",article,2013,world/international/foreign,-0.5,balanced
"Business; So Many Online Sales, So Little in Tax Revenue",article,2003,business/economy/financial,-0.6,clickbait
Familiar Brahms and an Unaccustomed 'Four Seasons',article,2005,arts/culture,0.2,clickbait
New York to Expand Use of Doulas to Reduce Childbirth Deaths,article,2018,entertainment,0.6,balanced
Black Ice,article,2015,entertainment,0.0,clickbait
"Mercy Not Sought or Given, Killer of Four Is Sentenced",article,2011,entertainment,-0.9,clickbait
Ford Parks Its Natural Gas Bandwagon,article,2004,automobiles,-0.5,clickbait
All-Jewish Hockey Team Dominates,multimedia,2017,uncategorized,0.7,clickbait
Embracing a Snow Bowl,article,2011,uncategorized,0.2,clickbait
"Paid Notice: Deaths  KEEN, JOSEPH",article,1997,lifestyle/living,-0.8,matter-of-fact
"Deal Making in Hong Kong, Distracted by Debauchery",article,2012,weekend,-0.3,clickbait
"Paid Notice: Deaths  SACKS, RENEE",article,2002,lifestyle/living,-0.8,matter-of-fact
Post-Cyclone Aid Divides Myanmar Between the Helped and the Helpless,article,2008,world/international/foreign,-0.6,clickbait
"Other Voices: Post It Fast, but Get It Right",article,2009,opinion/editorial,0.2,balanced
Two Officers in Louima Case Will Not Face Charges Again,article,2002,home,-0.3,balanced
"His Own Private Island, And a Simple Chopper",article,2002,lifestyle/living,0.2,clickbait
At Risk: Currency Privilege of the Dollar,article,2013,business/economy/financial,-0.7,clickbait
"The 10,000 Foot View",article,2007,arts/culture,0.5,clickbait
'A Fire in the Mind',article,1992,books/reviews,0.2,clickbait
Fighters in a Patent War,multimedia,2012,business/economy/financial,0.0,clickbait
Very Serious Suckers,article,2011,uncategorized,-0.5,clickbait
"Vincent D. McDonnell, 81; Was Labor Mediator for State",article,2000,home,0.1,matter-of-fact
Where No Fish Swim,article,2005,media,-0.5,clickbait
Review: An Anemic Tribute to Tap Dance History,article,2016,arts/culture,-0.7,clickbait
In Search of a Reason to Segregate American History,article,2012,arts/culture,-0.5,clickbait
Longview Fibre reports earnings for Qtr to Oct 31,article,1993,business/economy/financial,0.0,matter-of-fact
Editor Janice Kaplan Is Out at Parade,article,2010,media,-0.5,balanced
Old Story of Pollution; New Urgency This Time,article,2010,entertainment,-0.4,balanced
Parking Rules,article,1994,home,0.2,matter-of-fact
Mahmoud Abbas Proposes Palestinian Unity Government With Hamas,article,2016,world/international/foreign,0.2,balanced
Frugal Traveler FAQ,article,2006,travel,0.2,matter-of-fact
The Value of Microfinance,article,2011,entertainment,0.6,balanced
Article 2001060990119030676 -- No Title,article,2001,uncategorized,0.0,clickbait
Margaret Mankin Wed in Virginia,article,1992,social/society,0.2,balanced
Politicians Do Politicians' Work,article,1992,media,0.0,clickbait
A TRAIL OF VIOLENCE: THE PROSECUTION;Morgenthau Will Consider Death Penalty,article,1996,home,-0.7,clickbait
"March 12, 2004: Madrid’s Silent Noon",article,2010,opinion/editorial,-0.6,clickbait
"Paid Notice: Deaths   KOBRIN, SALLY (SARAH GOLDSTEIN)",article,2005,lifestyle/living,-0.8,matter-of-fact
"Alexis Maruca, Constantine Tsoutsoplides",article,2014,social/society,0.2,matter-of-fact
Sports of The Times; Handley's X Factor As Coach,article,1991,sports,0.6,clickbait
"Sports of The Times; Down South, Two Teams Come a Long Way",article,2006,sports,0.5,balanced
Workers Plan Bias Lawsuits Against Nextel,article,2000,business/economy/financial,-0.7,balanced
Nudge the Vote,article,2010,magazine,0.3,clickbait
9 New Books We Recommend This Week,article,2019,books/reviews,0.5,balanced
Corrections,article,1997,home,0.0,balanced
Pelosi rules out aid covering only airlines as Trump claims stimulus talks are back on.,article,2020,politics,-0.4,balanced
"LeBron James Got the Cavaliers a Win, but His Teammates Made It Fun",article,2018,sports,0.5,balanced
INSIDE,article,2005,home,0.3,clickbait
Picking New York’s Comptroller,article,2007,opinion/editorial,0.0,balanced
A Warning From the Butterflies,article,1999,media,-0.7,clickbait
Gore’s Dual Role in Spotlight: Advocate and Investor,article,2009,business/economy/financial,0.3,balanced
Tenants Offered Buyouts Are Left in the Lurch,article,2017,real estate,-0.7,clickbait
‘Greater New York’,multimedia,2010,arts/culture,0.2,matter-of-fact
Songwriting Hit Makers Donning Their Laurels,article,2003,arts/culture,0.3,clickbait
"Board Backs Casinos in the Catskills, Near Albany and in Central New York",article,2014,entertainment,0.4,balanced
